RowID,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
6736,Bihar,SAHARSA,2020,Kharif,Ragi,735,526
6737,Karnataka,MANDYA,2020,Kharif,Dry chillies,88,81
6738,Tamil Nadu,NAMAKKAL,2012,Whole Year,Turmeric,1399,7070
6739,Karnataka,KOPPAL,2013,Kharif,Maize,14497,30297
6740,Chhattisgarh,BALRAMPUR,2020,Kharif,Sesamum,2882,870
6741,Andhra Pradesh,KURNOOL,2005,Kharif,Sunflower,81700,46200
6742,Andhra Pradesh,VIZIANAGARAM,2020,Kharif,Dry chillies,171,707
6743,Uttar Pradesh,ETAH,2012,Kharif,Sannhamp,6,2
6744,Gujarat,DOHAD,2014,Kharif,Other Cereals & Millets,500,200
6745,Mizoram,LUNGLEI,2017,Rabi,other oilseeds,16,10
6746,Karnataka,HAVERI,2013,Whole Year,Sugarcane,1135,100277
6747,Telangana,NALGONDA,2013,Rabi,Groundnut,16799,16631
6748,Andhra Pradesh,WEST GODAVARI,2006,Kharif,Jowar,400,100
6749,Arunachal Pradesh,UPPER SIANG,2022,Whole Year,Dry ginger,318,1808
6750,West Bengal,BARDHAMAN,2011,Kharif,Soyabean,10,8
6751,Madhya Pradesh,DAMOH,2007,Kharif,Jowar,7361,8006
6752,Chhattisgarh,KORBA,2009,Kharif,Mesta,23,50
6753,Uttar Pradesh,ETAWAH,2018,Rabi,Potato,14360,344295
6754,Chhattisgarh,DHAMTARI,2015,Rabi,Khesari,22196,27720
6755,Bihar,ARARIA,2005,Rabi,Linseed,1946,1092
6756,Bihar,BUXAR,2018,Rabi,Gram,2048,2623
6757,Andhra Pradesh,VIZIANAGARAM,2018,Rabi,Moong(Green Gram),17541,6245
6758,Chhattisgarh,RAJNANDGAON,2016,Rabi,Khesari,46123,9706
6759,Maharashtra,NANDED,2006,Kharif,Sunflower,10200,3300
6760,Jharkhand,GUMLA,2018,Rabi,Wheat,870,1087
6761,West Bengal,DINAJPUR DAKSHIN,2006,Whole Year,Coconut,152,2633.9
6762,Uttar Pradesh,MEERUT,2019,Rabi,Wheat,78449,330192
6763,Meghalaya,RI BHOI,2013,Rabi,Other  Rabi pulses,53,35
6764,Uttar Pradesh,MUZAFFARNAGAR,2014,Kharif,Maize,328,463
6765,Kerala,KANNUR,2012,Whole Year,Coconut,94518,642000000
6766,Andhra Pradesh,GUNTUR,2007,Kharif,Jowar,262,67
6767,Tamil Nadu,PERAMBALUR,2020,Kharif,Castor seed,226,23.36
6768,Uttar Pradesh,RAMPUR,2022,Kharif,Arhar/Tur,32,21
6769,Uttar Pradesh,AMBEDKAR NAGAR,2015,Rabi,Coriander,76,44
6770,Madhya Pradesh,HARDA,2019,Rabi,Urad,11,3
6771,Assam,KAMRUP METRO,2019,Kharif,Arhar/Tur,38,32
6772,Assam,JORHAT,2014,Whole Year,Turmeric,172,108
6773,Uttar Pradesh,DEORIA,2020,Rabi,Gram,98,93
6774,Andhra Pradesh,KADAPA,2009,Kharif,Samai,1,1
6775,Karnataka,GADAG,2015,Kharif,Jowar,11446,17698
6776,Maharashtra,WARDHA,2018,Rabi,Wheat,29500,49000
6777,Madhya Pradesh,SAGAR,2013,Kharif,Bajra,41,35
6778,Tripura,SOUTH TRIPURA,2018,Rabi,Moong(Green Gram),65,38
6779,Andhra Pradesh,WEST GODAVARI,2019,Kharif,Rice,240266,764242
6780,Odisha,SUNDARGARH,2021,Autumn,Ragi,67,32.7
6781,Odisha,JAJAPUR,2016,Autumn,Groundnut,9,4.4
6782,Jammu and Kashmir,KATHUA,2013,Kharif,Sannhamp,11,5.5
6783,Haryana,AMBALA,2013,Kharif,Rice,76540,254000
6784,Kerala,THIRUVANANTHAPURAM,2020,Summer,Rice,40,91
6785,Karnataka,RAICHUR,2011,Rabi,Jowar,157200,98682
6786,Tamil Nadu,TIRUVANNAMALAI,2008,Whole Year,Turmeric,262,1478
6787,Madhya Pradesh,KHARGONE,2010,Rabi,Rapeseed &Mustard,73,28
6788,Haryana,KAITHAL,2020,Rabi,Rapeseed &Mustard,868,2000
6789,Uttarakhand,UTTAR KASHI,2019,Kharif,Maize,462,577
6790,Uttarakhand,ALMORA,2017,Kharif,Sesamum,188,38
6791,Odisha,KORAPUT,2022,Winter,Potato,1307,12317.2
6792,West Bengal,NADIA,2016,Kharif,Jute,120785,1780068
6793,Odisha,JAJAPUR,2018,Autumn,Rice,14000,10000
6794,Chhattisgarh,BASTAR,2018,Kharif,Castor seed,5,2
6795,Bihar,ROHTAS,2021,Rabi,Peas & beans (Pulses),515,644
6796,Madhya Pradesh,HOSHANGABAD,2014,Kharif,Jute,2,6
6797,Karnataka,MYSORE,2014,Rabi,Moong(Green Gram),357,108
6798,Nagaland,PHEK,2015,Kharif,Potato,470,5980
6799,Uttar Pradesh,BAHRAICH,2016,Summer,Urad,327,204
6800,Maharashtra,GONDIA,2013,Kharif,Moong(Green Gram),100,20
6801,Odisha,NAYAGARH,2009,Kharif,Urad,5265,1200.6
6802,Bihar,DARBHANGA,2007,Kharif,Jowar,117,142
6803,Odisha,BHADRAK,2015,Summer,Maize,1,2.7
6804,Haryana,MAHENDRAGARH,2012,Kharif,Sesamum,6,
6805,Arunachal Pradesh,LOHIT,2021,Kharif,Rice,12150,21662
6806,Tamil Nadu,DHARMAPURI,2011,Whole Year,Citrus Fruit,22,23
6807,Uttar Pradesh,DEORIA,2018,Rabi,Gram,176,162
6808,Assam,SIVASAGAR,2017,Whole Year,Sweet potato,74,277
6809,Maharashtra,NAGPUR,2020,Kharif,Castor seed,500,50
6810,Assam,CACHAR,2018,Rabi,Banana,2888,36756
6811,Meghalaya,WEST GARO HILLS,2013,Kharif,Mesta,3303,15049
6812,Uttar Pradesh,FARRUKHABAD,2008,Kharif,Jowar,2653,2502
6813,Assam,DARRANG,2009,Summer,Rice,16470,33010
6814,Andhra Pradesh,SRIKAKULAM,2006,Rabi,Dry chillies,3500,7300
6815,Uttar Pradesh,LALITPUR,2008,Whole Year,Potato,330,7033
6816,Assam,SONITPUR,2016,Whole Year,Potato,8464,63066
6817,Chhattisgarh,KONDAGAON,2021,Kharif,Sesamum,254,84
6818,Madhya Pradesh,BURHANPUR,2015,Kharif,Bajra,226,147
6819,Haryana,BHIWANI,2011,Kharif,Urad,1,0
6820,Assam,MARIGAON,2007,Rabi,Wheat,6000,6984
6821,Tamil Nadu,VIRUDHUNAGAR,2011,Whole Year,Citrus Fruit,274,286
6822,Odisha,KORAPUT,2010,Kharif,Small millets,8380,2220
6823,Karnataka,GADAG,2020,Rabi,Horse-gram,1125,472
6824,Bihar,BUXAR,2018,Rabi,Maize,3,9
6825,West Bengal,PURULIA,2010,Summer,Rice,757,1583
6826,Bihar,ARARIA,2014,Winter,Rice,95366,88707
6827,Uttar Pradesh,AMROHA,2008,Rabi,Masoor,305,291
6828,Gujarat,BANAS KANTHA,2020,Kharif,Maize,7900,13600
6829,Assam,KOKRAJHAR,2022,Kharif,Tapioca,825,9224
6830,Assam,KARBI ANGLONG,2014,Kharif,Mesta,130,699
6831,Jharkhand,RANCHI,2013,Autumn,Ragi,8098.75,4826.86
6832,Karnataka,DAVANGERE,2015,Whole Year,Cardamom,1,
6833,Bihar,MADHEPURA,2012,Whole Year,Garlic,58,86
6834,Uttar Pradesh,AMROHA,2015,Kharif,Urad,2686,2248
6835,Tamil Nadu,MADURAI,2014,Kharif,Rice,67230,267518
6836,Madhya Pradesh,HOSHANGABAD,2015,Kharif,Arhar/Tur,7300,6962
6837,Assam,TINSUKIA,2009,Whole Year,Arecanut,2134,2626
6838,Maharashtra,BEED,2009,Kharif,Niger seed,2200,400
6839,Tamil Nadu,KARUR,2016,Whole Year,Sweet potato,80,2066
6840,Mizoram,LUNGLEI,2011,Rabi,Gram,1,2
6841,Odisha,KENDUJHAR,2018,Winter,Potato,159,1780.6
6842,Odisha,PURI,2005,Winter,Paddy,139036,142956
6843,Uttar Pradesh,JHANSI,2020,Kharif,Guar seed,26,21
6844,Karnataka,CHITRADURGA,2022,Rabi,Sunflower,2361,1305
6845,Uttar Pradesh,CHITRAKOOT,2021,Kharif,Jowar,12794,11833
6846,Uttar Pradesh,SAHARANPUR,2016,Kharif,Sesamum,164,27
6847,Madhya Pradesh,SIDHI,2017,Whole Year,Bajra,1,
6848,Uttarakhand,CHAMOLI,2021,Kharif,Arhar/Tur,149,76
6849,Punjab,RUPNAGAR,2018,Rabi,Wheat,65000,253000
6850,West Bengal,BARDHAMAN,2018,Kharif,Horse-gram,5,3
6851,Tamil Nadu,THIRUVARUR,2007,Whole Year,Guar seed,2174,19291
6852,Madhya Pradesh,SAGAR,2012,Rabi,Safflower,11,3
6853,Bihar,NALANDA,2018,Summer,Moong(Green Gram),636,343
6854,Haryana,REWARI,2010,Whole Year,Onion,47,700
6855,Uttar Pradesh,SITAPUR,2017,Kharif,Groundnut,2367,1340
6856,Madhya Pradesh,JABALPUR,2010,Whole Year,Papaya,1,0
6857,Maharashtra,JALNA,2006,Rabi,Linseed,3200,700
6858,Nagaland,DIMAPUR,2012,Kharif,Maize,6980,12370
6859,Bihar,SHEOHAR,2011,Whole Year,Banana,139,1710
6860,Uttar Pradesh,RAE BARELI,2022,Rabi,Rapeseed &Mustard,7698,4582
6861,Bihar,GAYA,2011,Whole Year,Onion,827,5930
6862,West Bengal,DARJEELING,2017,Summer,Rice,1499,3406
6863,West Bengal,JALPAIGURI,2011,Summer,Moong(Green Gram),205,107
6864,Haryana,SIRSA,2008,Whole Year,Dry chillies,50,100
6865,Rajasthan,SIROHI,2007,Kharif,Rice,8,10
6866,Odisha,KENDUJHAR,2006,Winter,Urad,476,66
6867,Jharkhand,HAZARIBAGH,2011,Rabi,Gram,769.84,742.13
6868,Gujarat,KHEDA,2006,Whole Year,Sugarcane,700,53000
6869,Madhya Pradesh,HOSHANGABAD,2010,Whole Year,Bhindi,310,0
6870,Tamil Nadu,PUDUKKOTTAI,2010,Whole Year,Cucumber,12,0
6871,Andhra Pradesh,GUNTUR,2017,Kharif,Jowar,180,212
6872,Bihar,BHAGALPUR,2010,Kharif,Arhar/Tur,775,803
6873,Uttar Pradesh,MAHARAJGANJ,2015,Kharif,Sannhamp,5,1
6874,Odisha,SONEPUR,2008,Whole Year,Dry chillies,800,660
6875,Chhattisgarh,BALRAMPUR,2021,Whole Year,Dry ginger,269,275
6876,West Bengal,COOCHBEHAR,2012,Rabi,Moong(Green Gram),35,25
6877,Andhra Pradesh,PRAKASAM,2011,Kharif,Ragi,81,109
6878,Maharashtra,AHMEDNAGAR,2011,Kharif,Groundnut,4200,2600
6879,Assam,KOKRAJHAR,2018,Rabi,Urad,2131,1029
6880,Gujarat,DANG,2009,Kharif,Maize,400,800
6881,Andhra Pradesh,EAST GODAVARI,2007,Kharif,Urad,328,200
6882,Uttarakhand,HARIDWAR,2010,Rabi,Maize,65,98
6883,Mizoram,AIZAWL,2012,Whole Year,Tobacco,84,55
6884,Odisha,BHADRAK,2006,Summer,Urad,105,15
6885,Nagaland,TUENSANG,2021,Kharif,Maize,10120,19920
6886,West Bengal,24 PARAGANAS SOUTH,2018,Rabi,Peas & beans (Pulses),1186,1498
6887,Karnataka,BELGAUM,2021,Summer,Maize,3375,8131
6888,Maharashtra,AHMEDNAGAR,2006,Kharif,Other Kharif pulses,16800,7000
6889,Maharashtra,LATUR,2008,Rabi,Gram,32700,16000
6890,Gujarat,KACHCHH,2005,Whole Year,Pulses total,98700,507
6891,Madhya Pradesh,KATNI,2015,Whole Year,Sesamum,2864,384
6892,Uttar Pradesh,MATHURA,2021,Kharif,Sesamum,422,45
6893,Bihar,MUNGER,2012,Rabi,Maize,2009,3397
6894,Madhya Pradesh,PANNA,2007,Kharif,Urad,4185,1726
6895,Rajasthan,BANSWARA,2005,Kharif,Maize,113900,109500
6896,Karnataka,RAMANAGARA,2015,Kharif,Sesamum,1736,147
6897,Rajasthan,DUNGARPUR,2018,Kharif,Urad,11518,6686
6898,Uttar Pradesh,MAHOBA,2013,Kharif,Maize,20,26
6899,Karnataka,HASSAN,2006,Kharif,Cotton(lint),5225,5688
6900,Madhya Pradesh,KHANDWA,2008,Whole Year,Dry chillies,4392,1887
6901,Uttar Pradesh,AMETHI,2021,Kharif,Jowar,3277,1929
6902,Uttar Pradesh,VARANASI,2009,Kharif,Maize,3519,5627
6903,Bihar,SAMASTIPUR,2015,Rabi,Maize,25731,111827
6904,Madhya Pradesh,KHANDWA,2017,Whole Year,Dry ginger,604,757
6905,Karnataka,GULBARGA,2014,Summer,Sunflower,1880,854
6906,Uttar Pradesh,KANPUR DEHAT,2006,Rabi,Barley,8112,21816
6907,Karnataka,SHIMOGA,2010,Kharif,Groundnut,1682,1449
6908,Karnataka,BAGALKOT,2020,Rabi,Jowar,118324,151076
6909,Tamil Nadu,TUTICORIN,2011,Kharif,Castor seed,93,27
6910,Uttar Pradesh,AMROHA,2006,Rabi,Barley,94,224
6911,Maharashtra,PARBHANI,2015,Kharif,Rice,7200,28
6912,Uttar Pradesh,MAU,2005,Rabi,Sunflower,3,4
6913,Gujarat,BHARUCH,2006,Summer,Groundnut,3300,3100
6914,Uttar Pradesh,BARABANKI,2007,Kharif,Groundnut,515,600
6915,Mizoram,CHAMPHAI,2010,Whole Year,Potato,137,274
6916,Puducherry,PONDICHERRY,2017,Kharif,Turmeric,3,
6917,Uttar Pradesh,BUDAUN,2019,Kharif,Sesamum,2433,365
6918,Uttar Pradesh,KUSHI NAGAR,2016,Summer,Maize,1982,2965
6919,Maharashtra,SANGLI,2010,Rabi,Jowar,120800,45400
6920,Andhra Pradesh,VIZIANAGARAM,2015,Whole Year,Tobacco,1000,2000
6921,Andhra Pradesh,EAST GODAVARI,2010,Whole Year,Coriander,30,17
6922,Haryana,BHIWANI,2016,Whole Year,Dry chillies,136,1600
6923,Tamil Nadu,THE NILGIRIS,2017,Whole Year,Sweet potato,2,29
6924,Uttarakhand,UDAM SINGH NAGAR,2013,Rabi,Linseed,14,5
6925,Uttar Pradesh,AZAMGARH,2015,Kharif,Jowar,6,5
6926,Bihar,SAHARSA,2005,Kharif,Arhar/Tur,5,5
6927,Bihar,PURNIA,2009,Kharif,Arhar/Tur,156,187
6928,Mizoram,KOLASIB,2017,Rabi,Other  Rabi pulses,223,208
6929,Tamil Nadu,DHARMAPURI,2008,Whole Year,Tapioca,18014,655121
6930,Chhattisgarh,DURG,2016,Kharif,Maize,257,271
6931,Gujarat,SURENDRANAGAR,2009,Rabi,Wheat,11900,26900
6932,Uttar Pradesh,BARABANKI,2015,Kharif,Sweet potato,183,2464
6933,Himachal Pradesh,KINNAUR,2014,Kharif,Urad,7,11
6934,Uttar Pradesh,JHANSI,2009,Rabi,Barley,3618,5867
6935,Uttar Pradesh,FIROZABAD,2009,Kharif,Groundnut,3,2
6936,Chhattisgarh,JASHPUR,2018,Whole Year,Onion,421,3463
6937,Tamil Nadu,KANNIYAKUMARI,2016,Whole Year,Arecanut,531,817
6938,Karnataka,HAVERI,2021,Rabi,Wheat,887,641
6939,Madhya Pradesh,DEWAS,2014,Kharif,Jowar,13794,18153
6940,Andhra Pradesh,VISAKHAPATANAM,2017,Rabi,Gram,60,99
6941,Karnataka,DHARWAD,2006,Rabi,Moong(Green Gram),2521,1130
6942,Karnataka,KOLAR,2009,Kharif,Sunflower,683,514
6943,Manipur,BISHNUPUR,2010,Whole Year,Mango,30,170
6944,Bihar,SAHARSA,2015,Summer,Moong(Green Gram),17547,9247
6945,Tamil Nadu,SIVAGANGA,2013,Whole Year,Turmeric,2,11
6946,Karnataka,DAVANGERE,2019,Summer,Jowar,1744,3421
6947,Uttar Pradesh,HATHRAS,2008,Kharif,Arhar/Tur,6983,6076
6948,Rajasthan,SIKAR,2014,Whole Year,Sweet potato,72,864
6949,Uttar Pradesh,KANPUR DEHAT,2018,Rabi,Masoor,467,526
6950,Chhattisgarh,DURG,2018,Kharif,Rice,462087,844764
6951,Chhattisgarh,KOREA,2009,Rabi,Masoor,294,87
6952,Assam,DARRANG,2018,Whole Year,Tobacco,5,3
6953,Nagaland,DIMAPUR,2015,Kharif,Groundnut,270,290
6954,Andhra Pradesh,VISAKHAPATANAM,2012,Rabi,Sunflower,43,38
6955,Karnataka,HASSAN,2010,Kharif,Jowar,2837,2014
6956,Madhya Pradesh,SEONI,2009,Rabi,Barley,3,3
6957,Maharashtra,AHMEDNAGAR,2021,Kharif,Moong(Green Gram),5700,4800
6958,West Bengal,DINAJPUR DAKSHIN,2010,Rabi,Dry chillies,1330,857
6959,Odisha,BALESHWAR,2014,Winter,Urad,253,111.8
6960,Chhattisgarh,KABIRDHAM,2021,Whole Year,Dry chillies,137,120
6961,Bihar,KISHANGANJ,2006,Rabi,Maize,164,406
6962,Himachal Pradesh,KINNAUR,2018,Kharif,Peas & beans (Pulses),259,165
6963,Meghalaya,WEST KHASI HILLS,2022,Rabi,Wheat,5,7
6964,Assam,DIBRUGARH,2017,Kharif,Arhar/Tur,55,41
6965,Tamil Nadu,DHARMAPURI,2010,Whole Year,Beans & Mutter(Vegetable),843,0
6966,Karnataka,MANDYA,2021,Summer,Jowar,7,11
6967,Karnataka,KODAGU,2021,Whole Year,Tapioca,123,1379
6968,Odisha,BOUDH,2020,Autumn,Ragi,1,0.3
6969,Odisha,BARGARH,2018,Autumn,Maize,137,176.3
6970,Chhattisgarh,NARAYANPUR,2020,Kharif,Small millets,2667,460
6971,Rajasthan,DHOLPUR,2013,Kharif,Moong(Green Gram),109,17
6972,Rajasthan,PALI,2012,Kharif,Other Kharif pulses,1931,626
6973,Tripura,SOUTH TRIPURA,2022,Kharif,Arhar/Tur,256,180
6974,Uttar Pradesh,VARANASI,2016,Kharif,Moong(Green Gram),224,83
6975,Gujarat,BHAVNAGAR,2010,Kharif,Other Kharif pulses,400,100
6976,Madhya Pradesh,DHAR,2010,Rabi,Jowar,88,51
6977,Rajasthan,JALORE,2018,Rabi,other oilseeds,189684,77600
6978,Madhya Pradesh,VIDISHA,2012,Whole Year,Onion,137,1522
6979,Chhattisgarh,SURGUJA,2011,Kharif,Cotton(lint),4,4
6980,Bihar,KAIMUR (BHABUA),2021,Rabi,Barley,1319,2013
6981,Haryana,AMBALA,2007,Kharif,Bajra,371,0
6982,Chhattisgarh,DHAMTARI,2017,Kharif,Moong(Green Gram),104,26
6983,Rajasthan,CHURU,2013,Kharif,Jowar,3,1
6984,Assam,KAMRUP,2019,Autumn,Paddy,13835,18773
6985,West Bengal,BIRBHUM,2021,Rabi,Gram,7155,9486
6986,Maharashtra,CHANDRAPUR,2015,Rabi,Sesamum,1,1
6987,Karnataka,BIDAR,2009,Kharif,Groundnut,2466,1858
6988,Chhattisgarh,RAIGARH,2016,Rabi,Horse-gram,14,4
6989,Bihar,SHEOHAR,2021,Summer,Maize,210,1014
6990,Tamil Nadu,DINDIGUL,2012,Kharif,Sesamum,1552,697
6991,Madhya Pradesh,UMARIA,2021,Whole Year,Garlic,56,178
6992,Uttar Pradesh,KASGANJ,2022,Rabi,Onion,190,2907
6993,Uttarakhand,CHAMOLI,2022,Rabi,Potato,40,369
6994,Uttar Pradesh,BALRAMPUR,2007,Whole Year,Turmeric,8,13
6995,West Bengal,DINAJPUR UTTAR,2011,Rabi,Urad,1740,1065
6996,Tamil Nadu,TIRUNELVELI,2011,Whole Year,Dry chillies,1938,2118
6997,Assam,BARPETA,2016,Rabi,Urad,4391,2491
6998,Assam,NAGAON,2008,Whole Year,Dry chillies,1289,805
6999,Kerala,MALAPPURAM,2016,Whole Year,Arecanut,16587,19472
7000,Madhya Pradesh,UJJAIN,2019,Whole Year,Onion,4430,91992
7001,Uttar Pradesh,BARABANKI,2013,Rabi,Linseed,131,54
7002,Chhattisgarh,RAJNANDGAON,2014,Whole Year,Garlic,13,35
7003,Mizoram,AIZAWL,2011,Rabi,Moong(Green Gram),5,4
7004,Uttarakhand,UDAM SINGH NAGAR,2021,Rabi,Barley,13,21
7005,Rajasthan,JAIPUR,2011,Rabi,Barley,51310,115602
7006,Uttar Pradesh,AMROHA,2014,Kharif,Jowar,12,14
7007,Uttar Pradesh,BALLIA,2015,Rabi,Coriander,27,16
7008,Bihar,DARBHANGA,2020,Rabi,Wheat,59403,143121
7009,Assam,DARRANG,2007,Rabi,Gram,255,166
7010,Karnataka,KODAGU,2014,Summer,Maize,100,320
7011,Meghalaya,WEST KHASI HILLS,2018,Whole Year,Arecanut,1224,1165
7012,Telangana,NIZAMABAD,2022,Rabi,Other  Rabi pulses,53,53
7013,Uttar Pradesh,GORAKHPUR,2011,Kharif,Rice,150889,305263
7014,Bihar,MUNGER,2016,Rabi,Rapeseed &Mustard,617,477
7015,Uttar Pradesh,PILIBHIT,2014,Rabi,Rapeseed &Mustard,6559,5310
7016,Tamil Nadu,TIRUCHIRAPPALLI,2014,Whole Year,Jowar,30871,21481
7017,Karnataka,GULBARGA,2016,Summer,Maize,871,2741
7018,Maharashtra,NAGPUR,2007,Rabi,Other  Rabi pulses,3800,1700
7019,Karnataka,DAKSHIN KANNAD,2017,Whole Year,Black pepper,2092,7435
7020,Tamil Nadu,DHARMAPURI,2009,Kharif,Arhar/Tur,12743,7870
7021,Uttar Pradesh,PRATAPGARH,2010,Whole Year,Sugarcane,1272,54721
7022,Rajasthan,CHITTORGARH,2005,Rabi,Wheat,110100,321100
7023,Maharashtra,BHANDARA,2005,Summer,Rice,128,193
7024,Bihar,SUPAUL,2017,Kharif,Sannhamp,15,12
7025,Uttar Pradesh,GORAKHPUR,2017,Rabi,Potato,4638,115328
7026,Odisha,RAYAGADA,2007,Rabi,Horse-gram,16650,5290
7027,Madhya Pradesh,SHIVPURI,2010,Kharif,Dry ginger,17,6
7028,Karnataka,HASSAN,2015,Whole Year,Tobacco,9315,6487
7029,Rajasthan,RAJSAMAND,2016,Kharif,Small millets,484,43
7030,Bihar,MADHEPURA,2013,Rabi,Khesari,2081,1346
7031,Chhattisgarh,BALODA BAZAR,2021,Kharif,Sannhamp,9,4
7032,Andhra Pradesh,PRAKASAM,2013,Whole Year,Sunflower,27657,39408
7033,Maharashtra,NANDURBAR,2020,Rabi,Other  Rabi pulses,400,100
7034,Uttar Pradesh,GHAZIABAD,2010,Rabi,Rapeseed &Mustard,2023,2089
7035,Tamil Nadu,TIRUCHIRAPPALLI,2010,Whole Year,Coriander,1643,210
7036,Bihar,SITAMARHI,2009,Whole Year,Turmeric,43,44
7037,Assam,HAILAKANDI,2009,Whole Year,Potato,1000,4569
7038,Bihar,BHOJPUR,2017,Winter,Rice,106010,141405
7039,Manipur,UKHRUL,2011,Whole Year,Papaya,101,586
7040,Bihar,LAKHISARAI,2014,Rabi,Rapeseed &Mustard,1004,682
7041,Bihar,BHAGALPUR,2008,Kharif,Bajra,100,83
7042,Rajasthan,RAJSAMAND,2018,Whole Year,Guar seed,3889,2010
7043,Karnataka,BANGALORE RURAL,2018,Rabi,Peas & beans (Pulses),104,739
7044,Bihar,MADHEPURA,2011,Autumn,Rice,19287,28937
7045,Assam,KARIMGANJ,2010,Rabi,Peas & beans (Pulses),100,33
7046,Sikkim,WEST DISTRICT,2010,Kharif,Urad,1700,1280
7047,Assam,MARIGAON,2019,Kharif,Jute,4336,31316
7048,Bihar,BEGUSARAI,2011,Rabi,Khesari,53,53
7049,Haryana,SIRSA,2017,Whole Year,Dry chillies,31,
7050,West Bengal,MURSHIDABAD,2011,Rabi,Rapeseed &Mustard,77506,81297
7051,Bihar,JEHANABAD,2011,Whole Year,Garlic,10,15
7052,Bihar,NALANDA,2008,Rabi,Gram,5493,5301
7053,Assam,SONITPUR,2022,Rabi,Ginger,626,6075
7054,Madhya Pradesh,SHIVPURI,2007,Whole Year,Coriander,543,149
7055,Haryana,JIND,2010,Whole Year,Other Fresh Fruits,996,8200
7056,Odisha,SAMBALPUR,2023,Summer,Moong(Green Gram),234,105.8
7057,Rajasthan,JAISALMER,2014,Kharif,Sesamum,86,28
7058,Bihar,KHAGARIA,2019,Kharif,Arhar/Tur,166,326
7059,Tamil Nadu,PUDUKKOTTAI,2005,Kharif,Onion,3,24
7060,Uttar Pradesh,FIROZABAD,2015,Kharif,Maize,8449,21680
7061,Madhya Pradesh,SHAHDOL,2017,Whole Year,Maize,10906,6430
7062,Madhya Pradesh,UMARIA,2009,Whole Year,Coriander,19,5
7063,Bihar,VAISHALI,2021,Kharif,Mesta,222,1465
7064,Uttar Pradesh,BAREILLY,2021,Rabi,Turmeric,40,116
7065,Haryana,SONIPAT,2013,Rabi,Wheat,142019,571000
7066,Gujarat,VALSAD,2013,Whole Year,Sugarcane,15900,1044000
7067,Madhya Pradesh,TIKAMGARH,2019,Kharif,Maize,2797,1565
7068,Kerala,ALAPPUZHA,2010,Kharif,Sesamum,74,27
7069,Madhya Pradesh,HOSHANGABAD,2010,Kharif,Dry ginger,126,155
7070,Chhattisgarh,KABIRDHAM,2010,Kharif,Urad,2470,789
7071,Bihar,JEHANABAD,2015,Kharif,Mesta,2,19
7072,Odisha,KALAHANDI,2016,Summer,Groundnut,601,676.1
7073,Jammu and Kashmir,GANDERBAL,2022,Kharif,Rice,7684,8684
7074,Rajasthan,NAGAUR,2007,Whole Year,Coriander,9,1
7075,Odisha,BARGARH,2010,Kharif,Dry ginger,620,1260
7076,Rajasthan,HANUMANGARH,2014,Whole Year,Guar seed,287382,76256
7077,Kerala,KASARAGOD,2022,Whole Year,Banana,665,4890
7078,West Bengal,BARDHAMAN,2015,Rabi,Masoor,752,357
7079,Maharashtra,SATARA,2016,Whole Year,Sugarcane,50400,4230000
7080,Tamil Nadu,DINDIGUL,2015,Whole Year,Maize,40321,177153
7081,Madhya Pradesh,SHIVPURI,2005,Rabi,Wheat,131300,242500
7082,Mizoram,LAWNGTLAI,2016,Kharif,Other Kharif pulses,132,54
7083,Odisha,BALESHWAR,2011,Kharif,Arhar/Tur,150,90
7084,Maharashtra,NANDED,2006,Kharif,Other Cereals & Millets,100,100
7085,Nagaland,PHEK,2009,Rabi,Linseed,780,450
7086,Karnataka,KODAGU,2012,Kharif,Groundnut,3,2
7087,Madhya Pradesh,SIDHI,2018,Whole Year,Garlic,21,34
7088,West Bengal,MURSHIDABAD,2021,Rabi,Khesari,9157,10335
7089,Rajasthan,SAWAI MADHOPUR,2015,Rabi,Linseed,94,73
7090,Chhattisgarh,KABIRDHAM,2016,Kharif,Horse-gram,32,
7091,Andhra Pradesh,WEST GODAVARI,2022,Rabi,Moong(Green Gram),8450,6143
7092,West Bengal,DINAJPUR UTTAR,2009,Whole Year,Potato,6273,116272
7093,Bihar,KATIHAR,2016,Kharif,Potato,4110,29880
7094,Bihar,SAMASTIPUR,2010,Whole Year,Turmeric,1666,1646
7095,Tamil Nadu,TIRUCHIRAPPALLI,2021,Whole Year,Arhar/Tur,1926,1310
7096,Madhya Pradesh,ALIRAJPUR,2021,Kharif,Rice,6947,4361
7097,Himachal Pradesh,CHAMBA,2013,Rabi,Masoor,22,1
7098,Arunachal Pradesh,WEST SIANG,2017,Whole Year,Sugarcane,95,2754
7099,Bihar,PURNIA,2018,Kharif,Moong(Green Gram),812,531
7100,Punjab,SANGRUR,2020,Kharif,Moong(Green Gram),300,300
7101,Bihar,SUPAUL,2011,Whole Year,Garlic,272,405
7102,Arunachal Pradesh,UPPER SIANG,2007,Kharif,Small millets,1250,1335
7103,Madhya Pradesh,CHHINDWARA,2014,Whole Year,Dry chillies,1560,740
7104,West Bengal,BARDHAMAN,2010,Rabi,Khesari,388,344
7105,Uttar Pradesh,MEERUT,2020,Kharif,Bajra,30,70
7106,Odisha,RAYAGADA,2008,Whole Year,Sweet potato,1590,11920
7107,Bihar,BEGUSARAI,2006,Kharif,Ragi,166,141
7108,Bihar,JEHANABAD,2007,Kharif,Ragi,1,1
