RowID,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
14546,Bihar,DARBHANGA,2011,Rabi,Wheat,73492,97345
14547,Andhra Pradesh,EAST GODAVARI,2013,Rabi,Bajra,9,6
14548,Karnataka,BANGALORE RURAL,2017,Rabi,Gram,1678,786
14549,Madhya Pradesh,SHAHDOL,2007,Whole Year,Potato,530,4605
14550,Madhya Pradesh,HOSHANGABAD,2012,Whole Year,Turmeric,4,6
14551,Madhya Pradesh,SHIVPURI,2011,Rabi,Gram,78139,91266
14552,Madhya Pradesh,GUNA,2015,Kharif,Urad,2877,1289
14553,Tamil Nadu,VIRUDHUNAGAR,2007,Kharif,Bajra,13422,19742
14554,Arunachal Pradesh,LOWER SUBANSIRI,2006,Rabi,Groundnut,30,15
14555,Nagaland,DIMAPUR,2013,Kharif,Niger seed,310,300
14556,Bihar,PATNA,2008,Autumn,Rice,99073,201703
14557,Madhya Pradesh,VIDISHA,2009,Whole Year,Garlic,42,93
14558,Tripura,DHALAI,2015,Rabi,Wheat,238,462
14559,Madhya Pradesh,DAMOH,2018,Whole Year,Potato,1447,12720
14560,Bihar,ARARIA,2009,Kharif,Mesta,2533,18069
14561,Karnataka,BENGALURU URBAN,2022,Summer,Rice,21,87
14562,Uttar Pradesh,PILIBHIT,2012,Kharif,Sannhamp,116,32
14563,Tamil Nadu,NAGAPATTINAM,2017,Whole Year,Dry chillies,54,29
14564,Karnataka,BIJAPUR,2015,Kharif,Groundnut,64522,25628
14565,Madhya Pradesh,DEWAS,2021,Whole Year,Potato,8560,124249
14566,Gujarat,VALSAD,2013,Rabi,Gram,700,800
14567,Odisha,BALANGIR,2005,Winter,Sesamum,2308,219
14568,Uttar Pradesh,SITAPUR,2012,Kharif,Cotton(lint),3,1
14569,Andhra Pradesh,SRIKAKULAM,2012,Kharif,Small millets,194,103
14570,Madhya Pradesh,UJJAIN,2009,Rabi,Gram,113113,55312
14571,Kerala,ALAPPUZHA,2015,Whole Year,Arecanut,1696,687
14572,Uttar Pradesh,KANPUR DEHAT,2015,Kharif,Sugarcane,2592,131265
14573,Chhattisgarh,KANKER,2014,Whole Year,Banana,10,465
14574,Andhra Pradesh,PRAKASAM,2021,Kharif,Sugarcane,673,53132
14575,Madhya Pradesh,DATIA,2006,Rabi,Linseed,1900,1000
14576,Madhya Pradesh,SEONI,2011,Whole Year,Pome Fruit,18,0
14577,West Bengal,BANKURA,2018,Rabi,Maize,45,46
14578,Uttar Pradesh,GORAKHPUR,2013,Rabi,Gram,2657,2346
14579,Karnataka,DAVANGERE,2019,Kharif,Niger seed,329,90
14580,Uttar Pradesh,AURAIYA,2005,Rabi,Gram,7243,8659
14581,Madhya Pradesh,SEHORE,2012,Rabi,Linseed,267,133
14582,West Bengal,MALDAH,2021,Rabi,Wheat,44731,131682
14583,Rajasthan,KOTA,2014,Kharif,Moong(Green Gram),415,148
14584,Odisha,KENDUJHAR,2015,Summer,Groundnut,15,13.3
14585,Kerala,WAYANAD,2008,Kharif,Sesamum,24,7
14586,Chhattisgarh,DHAMTARI,2008,Kharif,Sunflower,22,8
14587,Rajasthan,BHARATPUR,2008,Kharif,Urad,143,41
14588,Uttar Pradesh,SANT RAVIDAS NAGAR,2009,Rabi,Urad,18,9
14589,Karnataka,BAGALKOT,2009,Kharif,Groundnut,14509,17691
14590,Uttar Pradesh,MUZAFFARNAGAR,2007,Whole Year,Onion,408,5849
14591,Andhra Pradesh,PRAKASAM,2013,Kharif,Rice,54390,144351
14592,Karnataka,SHIMOGA,2016,Kharif,Ragi,1688,2134
14593,Odisha,DEOGARH,2008,Whole Year,Coriander,110,50
14594,Assam,MARIGAON,2010,Rabi,Moong(Green Gram),180,34
14595,Himachal Pradesh,KINNAUR,2018,Kharif,Small millets,1263,193
14596,Bihar,NAWADA,2007,Rabi,Other  Rabi pulses,2,2
14597,West Bengal,DARJEELING,2013,Rabi,Horse-gram,2,1
14598,Madhya Pradesh,BHIND,2007,Kharif,Maize,5,8
14599,Haryana,FARIDABAD,2014,Kharif,Jowar,8967,3000
14600,Assam,KARIMGANJ,2021,Whole Year,Turmeric,276,173
14601,Karnataka,TUMKUR,2014,Kharif,Small millets,2992,1082
14602,Karnataka,GULBARGA,2021,Rabi,Safflower,4979,5719
14603,Manipur,IMPHAL EAST,2011,Whole Year,Carrot,40,300
14604,Karnataka,BELGAUM,2010,Whole Year,Coconut,216,930
14605,Karnataka,TUMKUR,2018,Summer,Ragi,1517,2970
14606,Telangana,KHAMMAM,2008,Rabi,Horse-gram,658,129
14607,Uttarakhand,PITHORAGARH,2020,Whole Year,Turmeric,131,1068
14608,Assam,NALBARI,2018,Kharif,Small millets,80,37
14609,Madhya Pradesh,KHANDWA,2007,Rabi,Rapeseed &Mustard,19,10
14610,Odisha,JAJAPUR,2018,Summer,Rice,2000,3000
14611,Odisha,NAYAGARH,2020,Winter,Moong(Green Gram),26575,8291.4
14612,Rajasthan,BHILWARA,2010,Rabi,Other  Rabi pulses,5,0
14613,Arunachal Pradesh,EAST KAMENG,2007,Whole Year,Dry chillies,45,60
14614,Maharashtra,JALGAON,2022,Rabi,Wheat,49600,81100
14615,Punjab,BATHINDA,2022,Rabi,Barley,1000,3400
14616,Bihar,MADHUBANI,2018,Kharif,Moong(Green Gram),134,88
14617,Tamil Nadu,PERAMBALUR,2021,Rabi,Jowar,220,474
14618,Madhya Pradesh,DEWAS,2016,Kharif,Sannhamp,51,26
14619,Gujarat,AHMADABAD,2010,Kharif,Bajra,38200,39100
14620,Uttar Pradesh,AMROHA,2019,Rabi,Wheat,91042,287966
14621,Karnataka,BIJAPUR,2012,Rabi,Linseed,4338,1039
14622,Maharashtra,WASHIM,2019,Kharif,Other Kharif pulses,100,100
14623,Madhya Pradesh,REWA,2016,Whole Year,Onion,1156,11000
14624,Uttar Pradesh,BASTI,2016,Kharif,Guar seed,33,28
14625,Odisha,JHARSUGUDA,2015,Winter,Urad,10,2.6
14626,West Bengal,24 PARAGANAS NORTH,2011,Autumn,Rice,13747,33482
14627,Karnataka,CHIKBALLAPUR,2020,Kharif,Cowpea(Lobia),1571,1807
14628,Uttar Pradesh,BUDAUN,2005,Kharif,Urad,5876,4389
14629,Madhya Pradesh,UMARIA,2018,Rabi,Gram,6451,2154
14630,Rajasthan,KARAULI,2012,Kharif,Moth,52,7
14631,West Bengal,HOWRAH,2016,Autumn,Rice,1349,3159
14632,Bihar,MUZAFFARPUR,2009,Summer,Rice,33832,38296
14633,Uttar Pradesh,AZAMGARH,2014,Kharif,Small millets,55,35
14634,Uttar Pradesh,AMBEDKAR NAGAR,2013,Rabi,Rapeseed &Mustard,3340,3861
14635,Uttarakhand,PAURI GARHWAL,2022,Kharif,Urad,4228,2604
14636,Punjab,PATIALA,2016,Kharif,Maize,2000,6000
14637,Andhra Pradesh,KADAPA,2010,Whole Year,Banana,4574,299574
14638,Rajasthan,GANGANAGAR,2009,Kharif,Other Kharif pulses,49,17
14639,Telangana,RANGAREDDI,2018,Whole Year,Banana,45,1468
14640,Himachal Pradesh,SHIMLA,2010,Whole Year,Turmeric,8,2
14641,Punjab,TARN TARAN,2016,Kharif,Moong(Green Gram),1400,1400
14642,Andhra Pradesh,GUNTUR,2006,Kharif,Maize,2300,4700
14643,Uttar Pradesh,KUSHI NAGAR,2011,Rabi,Linseed,4,2
14644,Tamil Nadu,PERAMBALUR,2009,Kharif,Ragi,77,160
14645,Karnataka,DHARWAD,2014,Summer,Sunflower,61,48
14646,Karnataka,GULBARGA,2020,Summer,Dry chillies,23,65
14647,Uttar Pradesh,BASTI,2009,Rabi,Rapeseed &Mustard,2813,2268
14648,Odisha,NUAPADA,2017,Autumn,Ragi,284,105.6
14649,Manipur,IMPHAL EAST,2008,Whole Year,Potato,260,1360
14650,Meghalaya,WEST KHASI HILLS,2020,Autumn,Rice,85,181
14651,West Bengal,PURULIA,2009,Summer,Moong(Green Gram),30,25
14652,Madhya Pradesh,UJJAIN,2007,Kharif,Cotton(lint),15,9
14653,Rajasthan,JHALAWAR,2015,Rabi,Peas & beans (Pulses),378,111
14654,Rajasthan,ALWAR,2011,Kharif,Groundnut,435,681
14655,Uttar Pradesh,LUCKNOW,2015,Summer,Moong(Green Gram),49,27
14656,Uttarakhand,CHAMPAWAT,2019,Rabi,Potato,362,2976
14657,Maharashtra,JALGAON,2012,Kharif,Groundnut,4900,3800
14658,Madhya Pradesh,UMARIA,2014,Rabi,Masoor,5964,2371
14659,Bihar,PATNA,2022,Winter,Rice,63475,162800
14660,Telangana,KHAMMAM,2022,Kharif,Cotton(lint),157416,484286
14661,Uttar Pradesh,FATEHPUR,2022,Kharif,Bajra,5161,3939
14662,Assam,MARIGAON,2010,Kharif,Cotton(lint),14,6
14663,Uttar Pradesh,BANDA,2010,Rabi,Barley,1712,1480
14664,Maharashtra,DHULE,2005,Kharif,Total foodgrain,4349,4174
14665,Madhya Pradesh,UMARIA,2018,Rabi,Cowpea(Lobia),3,1
14666,Madhya Pradesh,BHIND,2021,Rabi,Wheat,104177,370227
14667,Karnataka,MYSORE,2018,Kharif,Sesamum,10490,9099
14668,West Bengal,DINAJPUR DAKSHIN,2008,Whole Year,Coconut,160,2847
14669,Uttar Pradesh,PILIBHIT,2015,Kharif,Sesamum,1313,148
14670,Haryana,REWARI,2014,Kharif,Arhar/Tur,163,200
14671,Assam,BAKSA,2014,Rabi,Linseed,768,445
14672,Madhya Pradesh,KATNI,2016,Whole Year,Turmeric,14,13
14673,Uttarakhand,CHAMOLI,2012,Rabi,Masoor,45,27
14674,Karnataka,UTTAR KANNAD,2012,Whole Year,Cardamom,443,25
14675,Madhya Pradesh,JABALPUR,2013,Kharif,Groundnut,101,127
14676,Uttar Pradesh,SANT RAVIDAS NAGAR,2006,Rabi,Gram,2048,1843
14677,Rajasthan,JAIPUR,2009,Whole Year,Potato,5,5
14678,Bihar,KATIHAR,2010,Rabi,Peas & beans (Pulses),133,119
14679,Gujarat,BHARUCH,2020,Kharif,Groundnut,600,300
14680,Rajasthan,DAUSA,2017,Whole Year,Sannhamp,23,12
14681,Tamil Nadu,THIRUVALLUR,2015,Whole Year,Coconut,1120,84
14682,Karnataka,GADAG,2016,Rabi,Other  Rabi pulses,341,85
14683,Chhattisgarh,KANKER,2021,Kharif,Rice,177529,431585
14684,Tamil Nadu,THANJAVUR,2008,Whole Year,Sugarcane,11593,1057818
14685,Madhya Pradesh,BURHANPUR,2014,Whole Year,Dry chillies,282,316
14686,Goa,NORTH GOA,2021,Whole Year,Arecanut,1468,2458
14687,Himachal Pradesh,KULLU,2009,Rabi,Barley,3475,4948
14688,Rajasthan,BHARATPUR,2014,Whole Year,Garlic,1,1
14689,Bihar,MUNGER,2008,Rabi,Khesari,191,181
14690,Andhra Pradesh,ANANTAPUR,2005,Rabi,Korra,100,100
14691,Uttar Pradesh,FAIZABAD,2017,Rabi,Peas & beans (Pulses),2376,3049
14692,Bihar,SAHARSA,2022,Kharif,Moong(Green Gram),21,9
14693,Karnataka,TUMKUR,2005,Summer,Paddy,10102,47284
14694,Andhra Pradesh,EAST GODAVARI,2016,Rabi,Maize,6581,49107
14695,Andhra Pradesh,CHITTOOR,2006,Kharif,Groundnut,235500,211000
14696,Karnataka,DHARWAD,2010,Kharif,Jowar,11734,9331
14697,Madhya Pradesh,JHABUA,2017,Whole Year,Masoor,6,2
14698,Kerala,KOZHIKODE,2012,Whole Year,Coconut,129865,854000000
14699,Tripura,NORTH TRIPURA,2006,Kharif,Mesta,226,1825
14700,Bihar,JAMUI,2020,Rabi,Khesari,81,114
14701,West Bengal,MALDAH,2012,Rabi,Masoor,7391,5433
14702,Karnataka,GULBARGA,2007,Kharif,Soyabean,164,150
14703,Bihar,LAKHISARAI,2020,Winter,Rice,13525,47383
14704,Telangana,MAHBUBNAGAR,2022,Kharif,Arhar/Tur,100635,45286
14705,Madhya Pradesh,BHOPAL,2011,Kharif,Maize,2926,4584
14706,Madhya Pradesh,ASHOKNAGAR,2015,Rabi,Wheat,104899,119871
14707,Maharashtra,BULDHANA,2008,Kharif,Soyabean,68100,51400
14708,Andhra Pradesh,SRIKAKULAM,2021,Kharif,Tapioca,41,755
14709,Uttar Pradesh,AZAMGARH,2019,Kharif,Guar seed,30,24
14710,Rajasthan,GANGANAGAR,2014,Whole Year,Coriander,4,5
14711,Odisha,KALAHANDI,2007,Kharif,Sweet potato,3020,15700
14712,Chhattisgarh,KOREA,2015,Rabi,Wheat,4045,4185
14713,Chhattisgarh,DHAMTARI,2021,Rabi,Potato,22,148
14714,Kerala,IDUKKI,2022,Whole Year,Coconut,16655,75000000
14715,Madhya Pradesh,HARDA,2012,Kharif,Groundnut,4,4
14716,Assam,SONITPUR,2020,Kharif,Small millets,123,60
14717,Nagaland,TUENSANG,2009,Whole Year,Potato,370,4420
14718,Madhya Pradesh,INDORE,2013,Kharif,Arhar/Tur,432,248
14719,Chhattisgarh,KORBA,2017,Kharif,Urad,4705,898
14720,Bihar,PASHCHIM CHAMPARAN,2013,Summer,Rice,9461,6911
14721,Gujarat,RAJKOT,2006,Whole Year,Pulses total,24900,17600
14722,Andaman and Nicobar Islands,SOUTH ANDAMANS,2011,Whole Year,Cashewnut,116.5,26.14
14723,Rajasthan,GANGANAGAR,2015,Kharif,Rice,3581,13166
14724,Bihar,MUNGER,2009,Autumn,Rice,26296,37781
14725,Madhya Pradesh,HOSHANGABAD,2017,Whole Year,Khesari,188,126
14726,Uttar Pradesh,HATHRAS,2016,Kharif,Maize,3626,6668
14727,Puducherry,PONDICHERRY,2019,Kharif,Banana,228,2859
14728,Jammu and Kashmir,RAJAURI,2008,Rabi,Wheat,53832,2490
14729,Karnataka,DAVANGERE,2018,Kharif,Onion,5512,46766
14730,Chhattisgarh,JANJGIR-CHAMPA,2018,Kharif,Moong(Green Gram),226,55
14731,Karnataka,MYSORE,2020,Whole Year,Coconut,21605,196286
14732,Odisha,KALAHANDI,2022,Winter,Rapeseed &Mustard,690,103.5
14733,Madhya Pradesh,MORENA,2015,Whole Year,Sweet potato,19,91
14734,Uttar Pradesh,CHANDAULI,2022,Rabi,Wheat,95462,140204
14735,Madhya Pradesh,KHANDWA,2015,Rabi,Safflower,7,2
14736,Uttar Pradesh,RAE BARELI,2014,Rabi,Other  Rabi pulses,4326,4183
14737,Uttar Pradesh,SHAHJAHANPUR,2005,Kharif,Jowar,1702,1791
14738,Odisha,JAJAPUR,2012,Autumn,Rice,20000,15000
14739,Jammu and Kashmir,RAJAURI,2015,Rabi,Peas & beans (Pulses),1,0.7
14740,Haryana,BHIWANI,2007,Whole Year,Potato,6,100
14741,Karnataka,RAICHUR,2020,Rabi,Dry chillies,52,142
14742,Mizoram,LAWNGTLAI,2013,Rabi,Rapeseed &Mustard,38,35
14743,Odisha,CUTTACK,2005,Autumn,Paddy,17853,22816
14744,Karnataka,DHARWAD,2021,Kharif,Onion,21220,141315
14745,Assam,JORHAT,2019,Rabi,Ginger,168,1318
14746,Karnataka,BIDAR,2007,Kharif,Bajra,8690,6722
14747,Jammu and Kashmir,SRINAGAR,2007,Rabi,Rapeseed &Mustard,679,554.5
14748,Maharashtra,NANDED,2008,Kharif,Arhar/Tur,53200,25400
14749,Gujarat,VADODARA,2020,Kharif,Cotton(lint),203800,844700
14750,Madhya Pradesh,SINGRAULI,2017,Whole Year,Dry ginger,52,61
14751,Tamil Nadu,ERODE,2011,Whole Year,Mango,989,4109
14752,Odisha,KORAPUT,2021,Autumn,Ragi,5963,4979.1
14753,Telangana,RANGAREDDI,2011,Whole Year,Grapes,1376,26258
14754,Karnataka,MYSORE,2021,Rabi,Gram,786,421
14755,Gujarat,ANAND,2018,Rabi,Tobacco,62500,124600
14756,Madhya Pradesh,AGAR MALWA,2021,Kharif,Urad,1892,687
14757,Tamil Nadu,COIMBATORE,2010,Kharif,Samai,24,17
14758,Assam,SONITPUR,2020,Kharif,Papaya,480,11484
14759,Punjab,PATIALA,2019,Rabi,Peas & beans (Pulses),14000,18000
14760,West Bengal,COOCHBEHAR,2007,Kharif,Urad,735,291
14761,Chhattisgarh,RAIGARH,2011,Whole Year,Dry ginger,642,575
14762,Telangana,KARIMNAGAR,2015,Kharif,Rice,130000,441000
14763,Uttarakhand,CHAMOLI,2009,Kharif,Sesamum,25,4
14764,Bihar,PURNIA,2008,Whole Year,Potato,10786,87102
14765,Uttar Pradesh,GORAKHPUR,2015,Rabi,Linseed,8,2
14766,Meghalaya,WEST GARO HILLS,2013,Rabi,Wheat,605,1130
14767,West Bengal,DINAJPUR DAKSHIN,2014,Rabi,Linseed,72,14
14768,Uttar Pradesh,SULTANPUR,2010,Whole Year,Sannhamp,2,1
14769,Karnataka,BANGALORE RURAL,2014,Whole Year,Turmeric,24,121
14770,Madhya Pradesh,VIDISHA,2015,Whole Year,Sesamum,105,47
14771,Rajasthan,HANUMANGARH,2009,Rabi,Rapeseed &Mustard,72393,87852
14772,Andhra Pradesh,GUNTUR,2017,Rabi,Rapeseed &Mustard,595,15
14773,Odisha,JAJAPUR,2014,Summer,Wheat,24,25.3
14774,Uttar Pradesh,PRATAPGARH,2020,Rabi,Peas & beans (Pulses),4151,4442
14775,Uttar Pradesh,AURAIYA,2009,Rabi,Wheat,88476,289048
14776,Uttarakhand,PITHORAGARH,2020,Kharif,other oilseeds,16,12
14777,Himachal Pradesh,SHIMLA,2016,Rabi,Wheat,11640,9173
14778,Karnataka,GULBARGA,2011,Whole Year,Garlic,2,6
14779,Rajasthan,DHOLPUR,2013,Rabi,Wheat,46616,148361
14780,Bihar,AURANGABAD,2009,Rabi,Barley,1775,1798
14781,Gujarat,BANAS KANTHA,2010,Kharif,Cotton(lint),20400,18600
14782,Rajasthan,DHOLPUR,2007,Kharif,Urad,406,115
14783,Gujarat,SURENDRANAGAR,2012,Rabi,Rapeseed &Mustard,400,600
14784,Chhattisgarh,KORBA,2015,Rabi,Barley,222,222
14785,Andhra Pradesh,WEST GODAVARI,2017,Whole Year,Turmeric,143,891
14786,Kerala,WAYANAD,2018,Whole Year,Sugarcane,2.47,17.6
14787,Madhya Pradesh,DEWAS,2014,Kharif,Soyabean,282514,336757
14788,Jammu and Kashmir,ANANTNAG,2010,Kharif,Urad,193,89
14789,Maharashtra,GADCHIROLI,2019,Kharif,Urad,100,
14790,Maharashtra,NANDED,2012,Kharif,Moong(Green Gram),30200,14600
14791,Karnataka,DHARWAD,2021,Kharif,Moong(Green Gram),23676,6613
14792,Bihar,KHAGARIA,2015,Rabi,Khesari,495,478
14793,Assam,DARRANG,2008,Kharif,Mesta,1121,4870
14794,Odisha,SONEPUR,2008,Kharif,Ragi,4,0.5
14795,Nagaland,WOKHA,2021,Rabi,Rapeseed &Mustard,2580,2600
14796,Punjab,LUDHIANA,2022,Kharif,Arhar/Tur,7000,7600
14797,Bihar,JAMUI,2017,Autumn,Rice,23,22
14798,Maharashtra,LATUR,2016,Kharif,Groundnut,3000,1400
14799,Kerala,KASARAGOD,2009,Whole Year,Rubber,22348,24125
14800,Madhya Pradesh,GUNA,2014,Kharif,Niger seed,82,16
14801,Assam,KAMRUP METRO,2018,Rabi,Rapeseed &Mustard,145,62
14802,Andhra Pradesh,SRIKAKULAM,2014,Whole Year,Cashewnut,20943,7226
14803,Rajasthan,SIKAR,2008,Whole Year,Tobacco,23,23
14804,Tamil Nadu,TUTICORIN,2008,Kharif,Ragi,200,386
14805,Chhattisgarh,JANJGIR-CHAMPA,2009,Rabi,Other  Rabi pulses,126,55
14806,Assam,LAKHIMPUR,2009,Autumn,Rice,16203,11865
14807,Uttarakhand,NAINITAL,2012,Rabi,Wheat,26637,66306
14808,Jharkhand,SARAIKELA KHARSAWAN,2013,Winter,Rice,64673.18,28930.47
14809,Uttar Pradesh,SULTANPUR,2005,Kharif,Maize,5823,5258
14810,Uttar Pradesh,FARRUKHABAD,2006,Rabi,Rapeseed &Mustard,10533,11696
14811,Haryana,KURUKSHETRA,2018,Rabi,Wheat,114241,510000
14812,Andhra Pradesh,WEST GODAVARI,2020,Kharif,Mango,6971,101832
14813,Madhya Pradesh,NARSINGHPUR,2018,Kharif,Soyabean,70949,155777
14814,Bihar,BHOJPUR,2017,Kharif,Moong(Green Gram),165,109
14815,Jharkhand,HAZARIBAGH,2015,Rabi,Potato,1958.26,13686
14816,Telangana,ADILABAD,2011,Whole Year,Beans & Mutter(Vegetable),214,1272
14817,Uttar Pradesh,BALRAMPUR,2009,Kharif,Moong(Green Gram),2,1
14818,Madhya Pradesh,GUNA,2014,Whole Year,Dry chillies,30,16
14819,Madhya Pradesh,BALAGHAT,2011,Whole Year,Dry chillies,406,111
14820,Uttar Pradesh,KUSHI NAGAR,2010,Rabi,Ragi,3,4
14821,Tamil Nadu,TUTICORIN,2005,Whole Year,Jowar,8367,7600
14822,Uttar Pradesh,HAMIRPUR,2007,Kharif,Bajra,611,264
14823,Uttar Pradesh,BARABANKI,2021,Rabi,Gram,617,229
14824,Karnataka,UDUPI,2021,Rabi,Dry chillies,83,157
14825,Bihar,NAWADA,2021,Autumn,Maize,1671,3293
14826,Bihar,MUNGER,2018,Rabi,Maize,896,1458
14827,Karnataka,MYSORE,2021,Whole Year,Coriander,51,16
14828,Rajasthan,BARAN,2015,Kharif,Jowar,2704,5299
14829,Karnataka,DHARWAD,2012,Kharif,Other Kharif pulses,1405,393.4
14830,Odisha,DEOGARH,2005,Winter,Sesamum,2815,708
14831,Telangana,NALGONDA,2014,Rabi,Urad,3201,1108
14832,Kerala,IDUKKI,2012,Kharif,Ragi,65,52
14833,West Bengal,MALDAH,2019,Rabi,Khesari,1936,2166
14834,Nagaland,TUENSANG,2013,Rabi,Gram,70,80
14835,Madhya Pradesh,MANDLA,2008,Whole Year,Onion,176,2587
14836,Gujarat,ANAND,2020,Kharif,Urad,300,100
14837,Karnataka,SHIMOGA,2008,Whole Year,Arecanut,23927,36005
14838,Madhya Pradesh,JABALPUR,2007,Kharif,Rice,54257,63439
14839,Uttar Pradesh,KHERI,2013,Kharif,Sugarcane,231170,13119360
14840,Bihar,KISHANGANJ,2021,Summer,Moong(Green Gram),6164,5554
14841,Odisha,MALKANGIRI,2005,Winter,Arhar/Tur,52,9
14842,Uttar Pradesh,BUDAUN,2015,Summer,Urad,53,30
14843,Chhattisgarh,RAIGARH,2008,Rabi,Rapeseed &Mustard,583,178
14844,Bihar,DARBHANGA,2013,Summer,Moong(Green Gram),6222,4548
14845,Arunachal Pradesh,EAST SIANG,2016,Whole Year,Turmeric,193,386
14846,Tamil Nadu,PERAMBALUR,2013,Kharif,Arhar/Tur,707,382
14847,Bihar,PURNIA,2009,Whole Year,Sugarcane,274,12694
14848,Assam,UDALGURI,2019,Rabi,Peas & beans (Pulses),393,211
14849,Uttar Pradesh,SITAPUR,2010,Kharif,Bajra,4262,2940
14850,Odisha,KENDUJHAR,2014,Summer,Sesamum,1,0.2
14851,Telangana,MAHBUBNAGAR,2014,Whole Year,Turmeric,84,516
14852,Rajasthan,BANSWARA,2015,Rabi,Peas & beans (Pulses),8,6
14853,Tamil Nadu,VELLORE,2007,Whole Year,Tapioca,4,142
14854,Uttar Pradesh,BAHRAICH,2011,Rabi,Masoor,46024,37095
14855,Chhattisgarh,KANKER,2022,Kharif,Rice,178689,477197
14856,Puducherry,KARAIKAL,2019,Summer,Cotton(lint),7,7
14857,Telangana,MAHBUBNAGAR,2015,Kharif,Onion,2000,40000
14858,Maharashtra,OSMANABAD,2022,Rabi,Maize,2700,1600
14859,Madhya Pradesh,SAGAR,2011,Whole Year,Other Vegetables,1307,0
14860,Uttar Pradesh,MUZAFFARNAGAR,2010,Kharif,Sunflower,4,6
14861,Karnataka,BIDAR,2016,Whole Year,Banana,147,5647
14862,Madhya Pradesh,MANDLA,2020,Rabi,Gram,9764,4697
14863,Rajasthan,SIROHI,2017,Kharif,Other Kharif pulses,1598,82
14864,Uttar Pradesh,FIROZABAD,2015,Summer,Moong(Green Gram),1275,956
14865,Andhra Pradesh,EAST GODAVARI,2019,Whole Year,Sweet potato,35,450
14866,Assam,KAMRUP,2008,Kharif,Sesamum,1805,752
14867,Odisha,SUNDARGARH,2018,Autumn,Ragi,214,105.5
14868,Manipur,BISHNUPUR,2011,Whole Year,Carrot,55,413
14869,Maharashtra,CHANDRAPUR,2017,Rabi,Wheat,25700,16700
14870,Bihar,KHAGARIA,2015,Whole Year,Sweet potato,15,197
14871,Sikkim,WEST DISTRICT,2010,Kharif,Maize,13120,19170
14872,Tamil Nadu,TIRUCHIRAPPALLI,2013,Kharif,Moong(Green Gram),389,131
14873,Uttar Pradesh,AZAMGARH,2012,Kharif,Sannhamp,62,17
14874,Bihar,MADHUBANI,2018,Rabi,Gram,9,9
14875,Odisha,KHORDHA,2013,Autumn,Ragi,86,46
14876,Tamil Nadu,SALEM,2017,Whole Year,Cashewnut,21,11
14877,Karnataka,RAICHUR,2015,Rabi,Dry chillies,15,26
14878,Bihar,SAMASTIPUR,2006,Whole Year,Onion,634,7887
14879,Bihar,BANKA,2014,Kharif,Arhar/Tur,1151,1725
14880,Uttar Pradesh,KANPUR NAGAR,2007,Rabi,Wheat,203576,666531
14881,Maharashtra,SANGLI,2008,Summer,Groundnut,1200,2200
14882,Uttar Pradesh,KANPUR DEHAT,2011,Kharif,Jowar,16642,19503
14883,Kerala,ERNAKULAM,2021,Whole Year,Pump Kin,51,
14884,Rajasthan,HANUMANGARH,2017,Kharif,Moth,40598,5825
14885,Uttar Pradesh,UNNAO,2018,Rabi,Onion,199,3663
14886,Bihar,MADHEPURA,2012,Kharif,Arhar/Tur,35,43
14887,Karnataka,HASSAN,2020,Rabi,Gram,1288,653
14888,Uttar Pradesh,MAHARAJGANJ,2014,Rabi,Potato,3164,58313
14889,Meghalaya,EAST JAINTIA HILLS,2012,Whole Year,Black pepper,34,26
14890,Uttar Pradesh,MIRZAPUR,2014,Kharif,Arhar/Tur,13646,10748
14891,Madhya Pradesh,SEONI,2010,Rabi,Rapeseed &Mustard,1016,658
14892,Chhattisgarh,BALRAMPUR,2022,Kharif,Potato,137,773
14893,Andhra Pradesh,WEST GODAVARI,2021,Rabi,Sunflower,748,836
14894,Madhya Pradesh,DHAR,2009,Whole Year,Dry chillies,6773,3986
14895,Uttar Pradesh,MAU,2012,Whole Year,Sweet potato,7,81
14896,Assam,TINSUKIA,2014,Rabi,Rapeseed &Mustard,9135,4420
14897,Gujarat,DOHAD,2019,Kharif,Other Kharif pulses,300,100
14898,Assam,KOKRAJHAR,2016,Kharif,Castor seed,70,30
14899,Andhra Pradesh,CHITTOOR,2012,Kharif,Mesta,2,17
14900,Rajasthan,JHALAWAR,2015,Kharif,Rice,1176,2389
14901,Odisha,SUNDARGARH,2016,Autumn,Urad,2840,886.1
14902,Chhattisgarh,KORBA,2016,Whole Year,Banana,3,84
14903,Uttar Pradesh,GORAKHPUR,2019,Kharif,Maize,2576,2764
14904,West Bengal,JALPAIGURI,2016,Whole Year,Turmeric,1456,3101
14905,Chhattisgarh,SURGUJA,2016,Kharif,Sesamum,4516,1329
14906,Manipur,CHURACHANDPUR,2008,Whole Year,Dry chillies,1450,870
14907,Gujarat,DANG,2019,Kharif,Maize,2700,3700
14908,Uttar Pradesh,MEERUT,2021,Rabi,Gram,23,18
14909,Madhya Pradesh,VIDISHA,2019,Whole Year,Dry ginger,79,63
14910,Bihar,SHEIKHPURA,2015,Rabi,Peas & beans (Pulses),209,206
14911,Madhya Pradesh,ANUPPUR,2014,Rabi,Rapeseed &Mustard,9125,3169
14912,Andhra Pradesh,PRAKASAM,2022,Rabi,Cabbage,101,1245
14913,Tamil Nadu,NAMAKKAL,2018,Kharif,Rice,14058,53956
14914,Uttar Pradesh,GHAZIPUR,2006,Rabi,Rapeseed &Mustard,891,423
